Asset_ID	Plant	Department	Machine_Type	Asset_Name	Installation_Year	Maintenance_Date	Maintenance_Type	Failure_Type	Downtime_Hours	Repair_Cost_INR	Technician	Priority	Work_Order_Status	Asset_Status	Spare_Part_Used	Repair_Time_Hours	Asset_Age_Years
AST1338	Pune	Packaging	Compressor	Machine-338	2017	2026-01-17	Preventive	Motor Failure	9.6	25174	Priya	Critical	In Progress	Active	Bearing	9.8	9
AST1339	Bengaluru	Packaging	Robot Arm	Machine-339	2019	2026-01-27	Corrective	Electrical Fault	10	12893	Priya	Critical	In Progress	Idle	None	9	7
AST1340	Pune	Quality	Compressor	Machine-340	2015	2026-05-13	Corrective	Sensor Fault	14.8	24112	Priya	Critical	Pending	Active	Belt	8.9	11
AST1341	Chennai	Assembly	Generator	Machine-341	2021	2026-02-12	Corrective	Motor Failure	3.1	11812	Anil	Low	Pending	Active	Valve	8.2	5
AST1342	Vizag	Quality	Boiler	Machine-342	2025	2026-01-30	Preventive	Motor Failure	11.8	28428	Ravi	Medium	Completed	Active	Belt	6.1	1
AST1343	Bengaluru	Assembly	Generator	Machine-343	2016	2026-06-11	Preventive	Motor Failure	5	13298	Meena	Critical	Pending	Idle	None	0.7	10
AST1344	Pune	Assembly	Compressor	Machine-344	2025	2026-07-06	Preventive	Overheating	15.7	12678	Kumar	Critical	Pending	Active	Belt	8.3	1
AST1345	Bengaluru	Packaging	Compressor	Machine-345	2016	2026-06-09	Corrective	Sensor Fault	16.6	40594	Meena	Low	Completed	Under Maintenance	Valve	1.8	10
AST1346	Bengaluru	Utilities	Pump	Machine-346	2014	2026-02-21	Preventive	Motor Failure	11.1	13127	Priya	Low	Pending	Idle	Bearing	1.4	12
AST1347	Bengaluru	Utilities	Robot Arm	Machine-347	2024	2026-02-03	Preventive	No Failure	11.9	35712	Priya	High	Completed	Idle	Belt	4.6	2
AST1348	Vizag	Packaging	Generator	Machine-348	2021	2026-07-22	Corrective	No Failure	10.6	29384	Kumar	High	In Progress	Active	Bearing	3.2	5
AST1349	Pune	Production	Conveyor	Machine-349	2022	2026-04-15	Corrective	Bearing Failure	10.6	9222	Meena	Low	In Progress	Idle	Motor	7	4
AST1350	Pune	Assembly	Compressor	Machine-350	2019	2026-04-15	Preventive	Electrical Fault	4.9	36634	Priya	High	Pending	Under Maintenance	None	4.3	7
AST1351	Bengaluru	Utilities	Boiler	Machine-351	2017	2026-04-16	Preventive	Electrical Fault	10.2	18131	Anil	High	Pending	Under Maintenance	None	1.8	9
AST1352	Chennai	Quality	Robot Arm	Machine-352	2024	2026-01-31	Corrective	Motor Failure	2.3	34814	Priya	High	Pending	Idle	None	7	2
AST1353	Vizag	Assembly	Robot Arm	Machine-353	2014	2026-02-11	Preventive	Motor Failure	8.8	40837	Priya	Low	Completed	Under Maintenance	Motor	4	12
AST1354	Vizag	Quality	Generator	Machine-354	2023	2026-01-10	Corrective	Sensor Fault	13	40655	Ravi	Medium	Pending	Under Maintenance	Valve	0.6	3
AST1355	Bengaluru	Packaging	Compressor	Machine-355	2024	2026-07-25	Preventive	Electrical Fault	9.4	16682	Meena	Medium	Pending	Active	Sensor	2.8	2
AST1356	Hyderabad	Packaging	Robot Arm	Machine-356	2014	2026-02-10	Preventive	No Failure	7.4	39909	Kumar	Low	Pending	Idle	Bearing	9.2	12
AST1357	Bengaluru	Utilities	CNC Machine	Machine-357	2022	2026-03-14	Preventive	Sensor Fault	4.5	14248	Priya	Critical	Pending	Active	Sensor	2.2	4
AST1358	Bengaluru	Assembly	Generator	Machine-358	2022	2026-01-28	Preventive	Bearing Failure	14.6	18388	Meena	High	Pending	Under Maintenance	Valve	5.9	4
AST1359	Pune	Quality	Pump	Machine-359	2017	2026-07-13	Preventive	Electrical Fault	15.6	33086	Ravi	High	Completed	Under Maintenance	None	8	9
AST1360	Chennai	Packaging	Boiler	Machine-360	2017	2026-06-23	Predictive	Electrical Fault	9.9	18758	Kumar	High	Completed	Under Maintenance	None	7.6	9
AST1361	Bengaluru	Production	Boiler	Machine-361	2019	2026-01-20	Preventive	Motor Failure	16.2	19134	Kumar	Medium	In Progress	Idle	Motor	2.7	7
AST1362	Chennai	Production	Compressor	Machine-362	2017	2026-03-09	Corrective	Electrical Fault	6.7	8491	Ravi	Low	Pending	Idle	Valve	6.3	9
AST1363	Vizag	Packaging	Generator	Machine-363	2022	2026-01-11	Preventive	Electrical Fault	15.7	33665	Kumar	High	In Progress	Active	Belt	1.7	4
AST1364	Vizag	Quality	Generator	Machine-364	2022	2026-07-24	Preventive	Sensor Fault	7.4	12955	Priya	Low	Pending	Idle	Valve	3.5	4
AST1365	Chennai	Quality	Generator	Machine-365	2014	2026-01-04	Preventive	Sensor Fault	11.2	18519	Kumar	High	Completed	Under Maintenance	Valve	9.6	12
AST1366	Chennai	Quality	Boiler	Machine-366	2019	2026-04-04	Preventive	No Failure	13.7	25425	Priya	High	In Progress	Active	Belt	1.7	7
AST1367	Chennai	Assembly	Pump	Machine-367	2023	2026-06-25	Preventive	Motor Failure	10.2	26461	Kumar	Medium	Pending	Active	Valve	8.2	3
AST1368	Vizag	Production	Robot Arm	Machine-368	2016	2026-04-18	Corrective	Electrical Fault	13.1	33391	Anil	High	Pending	Idle	Bearing	4.3	10
AST1369	Hyderabad	Production	Robot Arm	Machine-369	2025	2026-02-11	Preventive	No Failure	2.2	23432	Anil	High	In Progress	Idle	Belt	9.4	1
AST1370	Hyderabad	Quality	Conveyor	Machine-370	2018	2026-03-30	Preventive	No Failure	17.4	14538	Meena	Medium	In Progress	Under Maintenance	Sensor	6.9	8
AST1371	Vizag	Assembly	Boiler	Machine-371	2021	2026-07-18	Corrective	Overheating	11.6	10992	Kumar	High	In Progress	Idle	Belt	5.9	5
AST1372	Chennai	Packaging	Compressor	Machine-372	2015	2026-01-21	Preventive	No Failure	5.6	19029	Meena	Critical	In Progress	Under Maintenance	Sensor	7.6	11
AST1373	Vizag	Production	Compressor	Machine-373	2022	2026-04-26	Predictive	Motor Failure	13.2	44886	Anil	Low	Completed	Active	Valve	1.5	4
AST1374	Bengaluru	Assembly	Conveyor	Machine-374	2015	2026-05-02	Corrective	Electrical Fault	13.9	6955	Ravi	High	Pending	Active	Bearing	6.7	11
AST1375	Chennai	Production	Pump	Machine-375	2020	2026-03-21	Preventive	No Failure	2.7	36020	Kumar	Low	Completed	Idle	Sensor	8.7	6
AST1376	Vizag	Utilities	CNC Machine	Machine-376	2019	2026-05-02	Corrective	Motor Failure	17.5	36842	Kumar	Critical	Pending	Idle	None	8.8	7
AST1377	Bengaluru	Packaging	CNC Machine	Machine-377	2020	2026-05-15	Preventive	Motor Failure	14.6	30457	Anil	High	In Progress	Under Maintenance	Motor	3.4	6
AST1378	Chennai	Packaging	CNC Machine	Machine-378	2014	2026-05-14	Preventive	Bearing Failure	12.5	33739	Priya	High	Completed	Under Maintenance	Sensor	6.2	12
AST1379	Pune	Production	Boiler	Machine-379	2014	2026-05-21	Predictive	Overheating	7.4	12200	Rahul	Critical	In Progress	Active	Sensor	1.3	12
AST1380	Bengaluru	Utilities	Robot Arm	Machine-380	2024	2026-03-03	Corrective	Sensor Fault	5.5	36361	Anil	Critical	Completed	Active	Motor	1.8	2
AST1381	Vizag	Utilities	Boiler	Machine-381	2015	2026-06-13	Preventive	Electrical Fault	9.1	22513	Ravi	Medium	Completed	Idle	Bearing	2.3	11
AST1382	Pune	Production	Pump	Machine-382	2015	2026-03-14	Preventive	Bearing Failure	4.6	11375	Ravi	Critical	Completed	Under Maintenance	Valve	3.5	11
AST1383	Vizag	Assembly	CNC Machine	Machine-383	2021	2026-04-06	Preventive	Motor Failure	1.5	27217	Ravi	Critical	Completed	Active	Sensor	8.3	5
AST1384	Chennai	Quality	Robot Arm	Machine-384	2014	2026-02-01	Predictive	Motor Failure	13.4	3696	Kumar	Critical	Pending	Active	Belt	6.8	12
AST1385	Vizag	Packaging	CNC Machine	Machine-385	2017	2026-05-02	Preventive	No Failure	1.2	37517	Meena	Low	In Progress	Under Maintenance	None	3.3	9
AST1386	Chennai	Assembly	Compressor	Machine-386	2019	2026-01-14	Corrective	Sensor Fault	0.8	19594	Meena	Low	In Progress	Active	Bearing	9.7	7
AST1387	Vizag	Utilities	Compressor	Machine-387	2023	2026-07-20	Preventive	Bearing Failure	4.9	34262	Ravi	High	Pending	Active	Bearing	3.9	3
AST1388	Bengaluru	Assembly	Compressor	Machine-388	2016	2026-06-29	Preventive	Sensor Fault	17.7	43747	Anil	Critical	Pending	Active	Bearing	7	10
AST1389	Chennai	Packaging	Conveyor	Machine-389	2019	2026-07-05	Preventive	Overheating	10.3	37068	Rahul	Critical	Completed	Idle	Motor	5.7	7
AST1390	Vizag	Packaging	Robot Arm	Machine-390	2019	2026-07-07	Corrective	Electrical Fault	3.3	36308	Kumar	Critical	In Progress	Under Maintenance	Belt	4	7
AST1391	Bengaluru	Quality	Pump	Machine-391	2014	2026-07-18	Preventive	Bearing Failure	11.3	25360	Meena	Medium	In Progress	Idle	Bearing	6.8	12
AST1392	Vizag	Production	Generator	Machine-392	2022	2026-07-29	Corrective	Electrical Fault	3.2	20055	Anil	Critical	Pending	Under Maintenance	Bearing	1.4	4
AST1393	Hyderabad	Production	Compressor	Machine-393	2024	2026-01-18	Predictive	Motor Failure	2.4	14057	Ravi	Low	Pending	Idle	Valve	6.8	2
AST1394	Bengaluru	Packaging	Conveyor	Machine-394	2022	2026-06-09	Preventive	Electrical Fault	13.1	2357	Kumar	Critical	Completed	Under Maintenance	None	1.1	4
AST1395	Vizag	Packaging	Robot Arm	Machine-395	2022	2026-07-10	Corrective	Electrical Fault	5.2	4164	Rahul	Low	In Progress	Active	Motor	9.6	4
AST1396	Chennai	Utilities	Boiler	Machine-396	2015	2026-01-26	Preventive	Electrical Fault	12	38857	Rahul	Medium	Pending	Idle	Belt	4.4	11
AST1397	Bengaluru	Packaging	Pump	Machine-397	2015	2026-07-16	Preventive	No Failure	8	8322	Kumar	Medium	Pending	Under Maintenance	Belt	3.7	11
AST1398	Bengaluru	Quality	CNC Machine	Machine-398	2016	2026-05-17	Predictive	Electrical Fault	17.9	22776	Anil	Critical	Pending	Under Maintenance	None	3.6	10
AST1399	Bengaluru	Production	Boiler	Machine-399	2017	2026-05-25	Corrective	No Failure	4.9	31148	Priya	Critical	Completed	Idle	Bearing	9.8	9
AST1400	Bengaluru	Production	CNC Machine	Machine-400	2023	2026-01-05	Preventive	Motor Failure	4.3	22137	Ravi	High	Pending	Idle	Belt	5.9	3
AST1401	Hyderabad	Assembly	Boiler	Machine-401	2023	2026-02-09	Preventive	Motor Failure	5.1	39652	Kumar	Medium	In Progress	Under Maintenance	Bearing	5.9	3
AST1402	Hyderabad	Packaging	Robot Arm	Machine-402	2023	2026-02-25	Preventive	Overheating	14.9	39263	Ravi	High	Completed	Idle	Belt	4.1	3
AST1403	Pune	Packaging	Robot Arm	Machine-403	2014	2026-07-17	Preventive	Bearing Failure	15.7	16358	Rahul	Low	Pending	Idle	Valve	1	12
AST1404	Pune	Utilities	Generator	Machine-404	2022	2026-01-11	Preventive	Electrical Fault	12.7	11539	Ravi	Critical	In Progress	Idle	Belt	5.3	4
AST1405	Pune	Quality	Compressor	Machine-405	2017	2026-04-21	Preventive	Bearing Failure	8.8	4731	Meena	Critical	In Progress	Active	Valve	5.3	9
AST1406	Chennai	Quality	Generator	Machine-406	2025	2026-02-03	Preventive	Overheating	11.9	14351	Meena	Medium	Completed	Active	Sensor	7.9	1
AST1407	Bengaluru	Assembly	Conveyor	Machine-407	2019	2026-06-25	Corrective	Overheating	6.9	13983	Anil	High	Pending	Idle	Bearing	7.8	7
AST1408	Bengaluru	Quality	Generator	Machine-408	2016	2026-03-31	Preventive	Bearing Failure	16.7	16801	Kumar	High	Completed	Idle	Bearing	1.6	10
AST1409	Bengaluru	Production	Robot Arm	Machine-409	2014	2026-03-04	Corrective	Sensor Fault	0.7	8792	Anil	Critical	In Progress	Active	Sensor	2.5	12
AST1410	Chennai	Utilities	Generator	Machine-410	2022	2026-02-24	Corrective	Electrical Fault	9	10763	Rahul	Low	In Progress	Idle	None	5.5	4
AST1411	Hyderabad	Packaging	Compressor	Machine-411	2018	2026-02-13	Corrective	Electrical Fault	5.2	31971	Rahul	Low	Completed	Under Maintenance	None	3.1	8
AST1412	Hyderabad	Assembly	CNC Machine	Machine-412	2024	2026-04-03	Predictive	No Failure	7.3	26449	Meena	Low	In Progress	Under Maintenance	Belt	5.5	2
AST1413	Bengaluru	Quality	Generator	Machine-413	2016	2026-02-20	Predictive	Bearing Failure	1.2	36195	Anil	High	In Progress	Under Maintenance	None	2	10
AST1414	Pune	Packaging	Pump	Machine-414	2019	2026-06-25	Preventive	Electrical Fault	5.3	5563	Rahul	High	In Progress	Active	Belt	9.5	7
AST1415	Pune	Quality	Pump	Machine-415	2017	2026-02-08	Preventive	No Failure	7.2	41637	Rahul	Medium	In Progress	Active	Belt	2	9
AST1416	Pune	Quality	Generator	Machine-416	2018	2026-06-04	Preventive	No Failure	2.9	36978	Rahul	Medium	Completed	Under Maintenance	None	7.2	8
AST1417	Vizag	Production	Pump	Machine-417	2022	2026-02-04	Predictive	Motor Failure	6.1	38025	Meena	Low	Completed	Under Maintenance	Motor	7.4	4
AST1418	Vizag	Packaging	Boiler	Machine-418	2019	2026-04-16	Corrective	No Failure	16.8	19443	Kumar	Medium	Completed	Active	Motor	0.7	7
AST1419	Pune	Utilities	Generator	Machine-419	2023	2026-06-07	Corrective	Electrical Fault	4.6	3209	Anil	Low	Pending	Under Maintenance	Motor	5.3	3
AST1420	Pune	Production	Robot Arm	Machine-420	2023	2026-05-01	Preventive	Overheating	2.9	14165	Kumar	Low	In Progress	Active	Sensor	9.5	3
AST1421	Chennai	Production	Conveyor	Machine-421	2017	2026-07-10	Preventive	Overheating	15.7	33608	Rahul	High	In Progress	Active	Valve	4.3	9
AST1422	Vizag	Packaging	Boiler	Machine-422	2014	2026-06-05	Corrective	No Failure	10.5	36637	Meena	Low	Pending	Active	Valve	4.8	12
AST1423	Bengaluru	Utilities	Boiler	Machine-423	2014	2026-03-04	Predictive	Bearing Failure	10.3	35324	Rahul	Low	Completed	Under Maintenance	Valve	4.3	12
AST1424	Pune	Quality	Compressor	Machine-424	2018	2026-07-18	Preventive	Electrical Fault	16.6	35380	Kumar	Critical	Pending	Under Maintenance	Bearing	7.4	8
AST1425	Bengaluru	Utilities	Compressor	Machine-425	2015	2026-02-16	Preventive	Sensor Fault	8.4	13222	Priya	Medium	In Progress	Active	Sensor	3.6	11
AST1426	Chennai	Assembly	Conveyor	Machine-426	2024	2026-07-02	Preventive	Overheating	11.6	7090	Meena	Critical	Pending	Idle	Belt	9.5	2
AST1427	Vizag	Assembly	Robot Arm	Machine-427	2020	2026-05-21	Preventive	Sensor Fault	10.4	44722	Kumar	Medium	Completed	Active	None	1	6
AST1428	Vizag	Packaging	Pump	Machine-428	2018	2026-03-21	Preventive	Motor Failure	17.3	1731	Meena	High	Completed	Under Maintenance	Valve	8.6	8
AST1429	Hyderabad	Utilities	Boiler	Machine-429	2022	2026-07-26	Preventive	Electrical Fault	12	31236	Priya	Critical	Completed	Idle	Belt	0.6	4
AST1430	Bengaluru	Utilities	Robot Arm	Machine-430	2022	2026-03-13	Corrective	Bearing Failure	3.7	5108	Rahul	High	Completed	Active	Bearing	6.8	4
AST1431	Pune	Assembly	Conveyor	Machine-431	2023	2026-03-18	Preventive	Motor Failure	3.3	20137	Meena	Medium	In Progress	Idle	Belt	3.9	3
AST1432	Pune	Packaging	CNC Machine	Machine-432	2014	2026-01-24	Predictive	Bearing Failure	13.8	37575	Ravi	High	In Progress	Active	Bearing	7.1	12
AST1433	Bengaluru	Quality	Generator	Machine-433	2018	2026-03-26	Preventive	Motor Failure	11.2	8663	Meena	Low	In Progress	Idle	None	6.2	8
AST1434	Vizag	Utilities	Robot Arm	Machine-434	2025	2026-03-15	Preventive	Electrical Fault	10.6	42344	Anil	Medium	Pending	Idle	Valve	5.4	1
AST1435	Vizag	Production	Generator	Machine-435	2024	2026-05-08	Preventive	Sensor Fault	17.6	1603	Ravi	Low	In Progress	Idle	Bearing	7.5	2
AST1436	Bengaluru	Quality	Boiler	Machine-436	2017	2026-07-24	Preventive	Sensor Fault	10.3	43279	Kumar	Low	Pending	Active	None	3.2	9
AST1437	Pune	Utilities	Generator	Machine-437	2015	2026-03-20	Preventive	Bearing Failure	2.5	23342	Anil	Critical	Pending	Idle	Belt	9.6	11
AST1438	Pune	Packaging	Pump	Machine-438	2016	2026-02-19	Preventive	Overheating	14.5	43813	Kumar	Critical	Completed	Idle	Valve	9	10
AST1439	Vizag	Quality	Pump	Machine-439	2022	2026-03-27	Preventive	Electrical Fault	5.7	22176	Meena	Low	Completed	Idle	None	3.7	4
AST1440	Chennai	Packaging	Robot Arm	Machine-440	2019	2026-01-17	Preventive	Overheating	11.5	12376	Meena	Critical	Completed	Idle	Bearing	8.7	7
AST1441	Pune	Assembly	CNC Machine	Machine-441	2018	2026-06-30	Preventive	Overheating	15.8	25852	Priya	High	Completed	Idle	Sensor	2.2	8
AST1442	Hyderabad	Production	Conveyor	Machine-442	2019	2026-07-20	Preventive	Bearing Failure	14.5	34271	Kumar	Medium	In Progress	Under Maintenance	None	8.8	7
AST1443	Pune	Production	Robot Arm	Machine-443	2018	2026-07-18	Predictive	Electrical Fault	12.3	10197	Kumar	Low	In Progress	Under Maintenance	None	8.7	8
AST1444	Pune	Assembly	Pump	Machine-444	2015	2026-01-02	Corrective	Bearing Failure	6.3	4523	Ravi	High	Completed	Idle	Sensor	6.6	11
AST1445	Chennai	Production	CNC Machine	Machine-445	2017	2026-03-24	Preventive	Sensor Fault	14	9210	Anil	Medium	Completed	Under Maintenance	Bearing	0.6	9
AST1446	Bengaluru	Assembly	Compressor	Machine-446	2023	2026-05-24	Corrective	Electrical Fault	6.1	10777	Rahul	High	Pending	Active	Motor	1.2	3
AST1447	Bengaluru	Quality	Conveyor	Machine-447	2023	2026-03-28	Preventive	Overheating	16.3	4806	Ravi	Critical	Completed	Active	Valve	4.2	3
AST1448	Bengaluru	Quality	Generator	Machine-448	2025	2026-06-02	Preventive	Sensor Fault	14.8	36462	Ravi	Critical	Pending	Active	Bearing	8.2	1
AST1449	Hyderabad	Quality	CNC Machine	Machine-449	2025	2026-04-30	Corrective	No Failure	13.9	32337	Kumar	Medium	Completed	Idle	Sensor	9.2	1
AST1450	Pune	Packaging	Boiler	Machine-450	2020	2026-02-16	Preventive	Bearing Failure	8.8	24532	Priya	Critical	Completed	Under Maintenance	Sensor	6.2	6
AST1451	Hyderabad	Quality	Robot Arm	Machine-451	2016	2026-05-11	Corrective	Bearing Failure	6.2	44062	Ravi	High	Pending	Under Maintenance	Valve	6.1	10
AST1452	Chennai	Utilities	Compressor	Machine-452	2017	2026-06-08	Predictive	Overheating	1.7	15147	Rahul	Critical	In Progress	Idle	Sensor	5.7	9
AST1453	Hyderabad	Utilities	Robot Arm	Machine-453	2017	2026-02-14	Preventive	Electrical Fault	10.9	22823	Meena	Low	In Progress	Active	Sensor	9.6	9
AST1454	Hyderabad	Utilities	Robot Arm	Machine-454	2015	2026-06-03	Corrective	Sensor Fault	9.2	44764	Ravi	Low	Completed	Active	Belt	9.1	11
AST1455	Hyderabad	Production	Pump	Machine-455	2024	2026-07-27	Preventive	Electrical Fault	5.6	41842	Meena	Critical	Completed	Active	None	8.8	2
AST1456	Pune	Quality	Pump	Machine-456	2018	2026-05-26	Predictive	Sensor Fault	17.8	39689	Ravi	Critical	Completed	Under Maintenance	Bearing	4	8
AST1457	Hyderabad	Utilities	Robot Arm	Machine-457	2022	2026-01-14	Predictive	Bearing Failure	15.6	3543	Kumar	Critical	Pending	Idle	Valve	6.4	4
AST1458	Vizag	Quality	Boiler	Machine-458	2025	2026-04-08	Corrective	No Failure	3.5	10614	Kumar	Critical	In Progress	Under Maintenance	Motor	3.2	1
AST1459	Chennai	Assembly	Conveyor	Machine-459	2024	2026-02-02	Corrective	Motor Failure	13.1	33396	Rahul	Critical	Completed	Active	Motor	6.6	2
AST1460	Bengaluru	Quality	Generator	Machine-460	2020	2026-04-27	Preventive	Electrical Fault	7.9	30994	Priya	High	Completed	Active	Valve	6.2	6
AST1461	Chennai	Utilities	CNC Machine	Machine-461	2023	2026-05-08	Preventive	Electrical Fault	10.6	3692	Ravi	Critical	Pending	Under Maintenance	Bearing	6	3
AST1462	Chennai	Utilities	Robot Arm	Machine-462	2025	2026-01-21	Predictive	Sensor Fault	8.6	6627	Meena	Low	Completed	Under Maintenance	None	7.5	1
AST1463	Bengaluru	Utilities	CNC Machine	Machine-463	2024	2026-01-20	Corrective	Sensor Fault	9.9	2206	Priya	Critical	Pending	Under Maintenance	Belt	7.5	2
AST1464	Pune	Packaging	Compressor	Machine-464	2020	2026-04-01	Preventive	Electrical Fault	13.6	38443	Anil	Low	Pending	Under Maintenance	Belt	2.1	6
AST1465	Pune	Utilities	Conveyor	Machine-465	2014	2026-06-18	Preventive	Bearing Failure	2.7	6537	Anil	High	Completed	Idle	Sensor	3.1	12
AST1466	Hyderabad	Utilities	Compressor	Machine-466	2018	2026-01-04	Predictive	No Failure	3.1	30771	Anil	Medium	In Progress	Idle	Motor	5.1	8
AST1467	Pune	Assembly	Compressor	Machine-467	2022	2026-01-09	Corrective	Motor Failure	15.2	28562	Priya	Medium	Pending	Under Maintenance	None	6.6	4
AST1468	Pune	Assembly	Pump	Machine-468	2017	2026-05-28	Preventive	Bearing Failure	1.4	31909	Priya	Critical	In Progress	Under Maintenance	None	9.5	9
AST1469	Vizag	Quality	Boiler	Machine-469	2022	2026-03-01	Preventive	Electrical Fault	15.7	2277	Anil	Critical	In Progress	Idle	Sensor	9.6	4
AST1470	Hyderabad	Utilities	Pump	Machine-470	2024	2026-01-11	Preventive	Overheating	11.2	44233	Anil	High	In Progress	Under Maintenance	Bearing	2.9	2
AST1471	Vizag	Production	Pump	Machine-471	2023	2026-04-11	Corrective	Motor Failure	9.6	13291	Anil	Low	Pending	Active	Bearing	0.6	3
AST1472	Hyderabad	Quality	CNC Machine	Machine-472	2015	2026-05-15	Preventive	Sensor Fault	4.9	3730	Ravi	Low	Completed	Idle	None	9	11
AST1473	Hyderabad	Assembly	Conveyor	Machine-473	2017	2026-06-03	Predictive	Motor Failure	7.1	43961	Meena	Medium	Completed	Idle	Motor	2.9	9
AST1474	Hyderabad	Quality	CNC Machine	Machine-474	2021	2026-06-19	Corrective	No Failure	16.3	22694	Anil	Medium	Completed	Under Maintenance	Bearing	4.1	5
AST1475	Pune	Packaging	Compressor	Machine-475	2019	2026-01-16	Preventive	Overheating	17.6	14651	Meena	Critical	Completed	Idle	Valve	1.5	7
AST1476	Vizag	Production	Generator	Machine-476	2022	2026-07-16	Corrective	Overheating	13	8269	Ravi	Low	Completed	Idle	None	2.9	4
AST1477	Vizag	Production	Pump	Machine-477	2021	2026-01-05	Corrective	Bearing Failure	12.1	18961	Kumar	High	In Progress	Idle	Bearing	5.4	5
AST1478	Vizag	Quality	Robot Arm	Machine-478	2021	2026-05-03	Corrective	Bearing Failure	10	1716	Priya	Critical	Completed	Idle	Belt	9.4	5
AST1479	Pune	Quality	Conveyor	Machine-479	2019	2026-03-27	Corrective	No Failure	2.1	36537	Anil	Low	In Progress	Under Maintenance	None	2.4	7
AST1480	Vizag	Production	CNC Machine	Machine-480	2022	2026-01-11	Corrective	Bearing Failure	11.5	25044	Priya	Low	Pending	Under Maintenance	None	2.3	4
AST1481	Hyderabad	Utilities	Compressor	Machine-481	2014	2026-02-19	Preventive	Bearing Failure	14.4	43666	Anil	Critical	Pending	Under Maintenance	Bearing	0.9	12
AST1482	Hyderabad	Quality	Conveyor	Machine-482	2014	2026-03-28	Preventive	No Failure	12.2	31539	Rahul	Medium	Pending	Idle	Motor	9.3	12
AST1483	Chennai	Quality	Pump	Machine-483	2014	2026-07-08	Preventive	Electrical Fault	1.3	44018	Kumar	Low	Completed	Idle	Bearing	9.1	12
AST1484	Bengaluru	Production	Robot Arm	Machine-484	2015	2026-04-27	Corrective	Bearing Failure	2.5	40492	Meena	Medium	Completed	Active	Valve	3.7	11
AST1485	Vizag	Packaging	Conveyor	Machine-485	2025	2026-06-23	Predictive	Electrical Fault	10.1	22575	Kumar	Low	Pending	Active	Sensor	1.1	1
AST1486	Vizag	Production	Pump	Machine-486	2018	2026-02-06	Preventive	Motor Failure	8.2	39641	Ravi	Medium	Completed	Idle	Belt	4.1	8
AST1487	Vizag	Assembly	Conveyor	Machine-487	2016	2026-01-05	Preventive	Bearing Failure	12.9	40410	Anil	Critical	Pending	Under Maintenance	None	1.7	10
AST1488	Pune	Utilities	Boiler	Machine-488	2016	2026-06-13	Preventive	Motor Failure	11.2	3965	Meena	Medium	Pending	Under Maintenance	Belt	9.5	10
AST1489	Pune	Packaging	Boiler	Machine-489	2024	2026-07-20	Preventive	Motor Failure	3.9	36247	Ravi	High	Pending	Idle	Motor	4.9	2
AST1490	Chennai	Packaging	Conveyor	Machine-490	2024	2026-06-18	Preventive	Motor Failure	12.5	32591	Priya	Medium	Completed	Idle	Bearing	1	2
AST1491	Chennai	Quality	CNC Machine	Machine-491	2019	2026-03-14	Preventive	Overheating	1.3	4937	Meena	Medium	Completed	Active	Valve	5.4	7
AST1492	Vizag	Utilities	Generator	Machine-492	2015	2026-03-02	Preventive	Motor Failure	13.6	22844	Kumar	Low	In Progress	Active	Bearing	2.8	11
AST1493	Vizag	Production	Conveyor	Machine-493	2020	2026-02-21	Preventive	Overheating	1.5	30064	Kumar	Medium	Pending	Under Maintenance	Motor	4.2	6
AST1494	Chennai	Packaging	CNC Machine	Machine-494	2016	2026-04-28	Preventive	Motor Failure	1.1	38768	Ravi	High	Completed	Active	Valve	4.9	10
AST1495	Pune	Production	CNC Machine	Machine-495	2016	2026-07-14	Corrective	No Failure	17.2	12636	Meena	Medium	Completed	Under Maintenance	Belt	5.1	10
AST1496	Vizag	Quality	CNC Machine	Machine-496	2017	2026-06-01	Preventive	Overheating	13.4	17664	Kumar	High	In Progress	Idle	Motor	9	9
AST1497	Bengaluru	Assembly	Boiler	Machine-497	2023	2026-02-08	Predictive	Bearing Failure	17.8	34544	Ravi	Critical	Pending	Under Maintenance	Valve	8.2	3
AST1498	Hyderabad	Quality	Boiler	Machine-498	2025	2026-07-30	Preventive	Electrical Fault	13.7	28148	Kumar	Medium	In Progress	Under Maintenance	Motor	6.7	1
AST1499	Vizag	Packaging	Compressor	Machine-499	2015	2026-01-05	Corrective	Electrical Fault	13.6	3099	Priya	Critical	Completed	Idle	Valve	2.3	11
AST1500	Vizag	Assembly	Robot Arm	Machine-500	2019	2026-06-10	Corrective	Overheating	16.1	23317	Meena	Low	In Progress	Under Maintenance	Sensor	7.1	7
AST1501	Bengaluru	Production	Robot Arm	Machine-501	2023	2026-05-19	Corrective	Electrical Fault	15.9	5092	Meena	High	Completed	Active	Valve	4	3
AST1502	Pune	Packaging	Compressor	Machine-502	2023	2026-01-11	Corrective	No Failure	1.7	14916	Kumar	High	Completed	Idle	Bearing	6.7	3
AST1503	Bengaluru	Production	Robot Arm	Machine-503	2025	2026-07-12	Corrective	Motor Failure	6.1	19021	Meena	Critical	In Progress	Active	Bearing	4	1
AST1504	Bengaluru	Utilities	Robot Arm	Machine-504	2021	2026-05-05	Preventive	No Failure	9.8	36421	Anil	Critical	Pending	Under Maintenance	None	9.5	5
AST1505	Vizag	Assembly	Conveyor	Machine-505	2015	2026-02-18	Preventive	Motor Failure	5.5	6542	Ravi	Medium	In Progress	Active	None	1.9	11
